Latitude,Longitude
29.6540182,-82.331194
37.6443944,-77.4085792
42.2983093,-83.2773225
42.9295916,-78.7348276
43.101855,-75.235125
41.1122329,-83.217729
40.0740538,-76.2097408
41.7163619,-71.427582
41.933776,-87.917411
39.1624263,-94.4390839
38.6925909,-90.4054102
41.6813365,-81.3322359
40.380861,-75.480188
43.8327429,-79.5109051
30.595127,-88.266219
14.534826,120.993407
26.0721635,-80.18375
22.372764,114.107426
25.838894,-80.3355979
25.756172,-80.2571
26.210206,50.573846
25.8352742,-80.3278102
19.2879539,-99.1350888
1.352083,103.819836
40.7555757,-96.6525756
42.3303244,-87.8949828
33.6443717,-117.7159089
-33.7488353,150.9036756
45.7913584,-108.4936834
39.7643622,-75.3551959
37.4115855,-76.8077505
36.743792,-76.557376
42.9663128,-78.845095
37.6443944,-77.4085792
37.6443944,-77.4085792
25.285447,51.53104
40.1091847,-83.1207466
37.248957,-93.243902
37.6443944,-77.4085792
38.0554875,-78.9510721
42.205893,-88.064231
18.4426962,-66.0651764
53.355176,-6.222439
3.077959,101.5866421
23.58589,58.405923
40.7572467,-80.1214446
33.8005342,-84.4961657
41.453434,-81.7259918
-33.364064,-70.744725
25.30525,51.499162
4.579152,-74.117085
47.886399,106.905744
1.352083,103.819836
42.4790323,-83.4645199
6.166624,-75.601009
34.0714824,-117.5316984
19.393991,-99.173961
34.2095931,-83.8905781
33.9348279,-84.3546017
35.9506908,-83.8350719
46.893181,-96.842045
40.315405,-80.119823
40.7933726,-81.3630384
29.4485798,-98.4064808
33.4463098,-86.8415999
42.10584,-76.815108
32.7711234,-96.982746
41.6608485,-86.157572
47.3938408,-122.2536872
40.775029,-82.529483
38.28805,-85.763242
41.8337728,-87.7702429
42.4958,-90.744546
48.7557397,-122.4572464
30.4395166,-88.8917545
40.6919589,-74.2269468
35.9326028,-77.7452302
32.7531104,-91.8869941
38.609357,-90.2736259
43.0592987,-88.2184413
44.1687816,-88.4649362
37.9165973,-122.3400014
40.8000543,-73.9145345
44.905543,-93.155785
39.7276266,-86.2615872
35.5787572,-97.5187139
32.9194661,-96.9242499
43.1807424,-88.0925427
32.063904,-81.0461009
26.072299,-80.210194
41.6378236,-80.1608742
39.2686786,-76.6484214
38.1691645,-85.7516041
41.2361122,-96.1570465
28.0027702,-82.3991574
40.1380737,-104.9780128
40.0690495,-75.0244258
35.3126381,-94.4067893
41.242253,-73.012974
41.1046955,-80.6567577
37.6874769,-122.4161546
42.9638397,-87.8870764
30.3402886,-81.6456928
36.175995,-79.7165494
40.1506041,-75.8561924
36.1804235,-86.895715
42.2769246,-83.2010439
42.0901902,-71.0127259
25.9037186,-80.3272608
29.759726,-95.311764
28.0044756,-82.0134373
28.6247237,-81.325702
35.70489,-81.1871199
38.952694,-94.7429259
34.123487,-77.898906
41.4249083,-81.3730229
40.4503092,-80.0225925
42.3336812,-71.7389318
39.856147,-75.464232
41.4377452,-81.648101
42.0418494,-75.8150766
39.2510366,-84.7701587
29.9614765,-90.1992283
-38.03243,145.134974
41.3380872,-81.6579375
41.9330752,-71.1330481
40.1809657,-75.3527968
41.2357677,-81.4869734
41.699571,-93.584396
40.8559064,-111.9087163
35.5927253,-80.8193745
42.505566,-94.168653
39.7294351,-75.5539812
31.281708,-85.446664
40.9007413,-74.1604558
33.9727278,-83.9755708
38.2381043,-122.0679438
32.617437,-96.6875195
37.8010188,-121.2912738
34.962344,-89.828349
34.0283973,-117.5682287
42.0515916,-71.3952404
39.8863962,-86.2519971
39.5336525,-119.7049025
47.2182959,-122.2503572
40.5716484,-75.6108919
38.9020591,-81.8386523
32.9862748,-97.022259
34.686796,-92.317686
33.3519413,-111.9517689
41.9282539,-88.0860334
28.4420906,-81.3823299
39.9069644,-83.0849066
39.7830623,-104.855805
34.031139,-84.028486
37.378861,-121.9463679
42.0564181,-72.6591062
35.8276528,-78.6051824
39.7926859,-104.8485279
42.3147434,-71.611923
34.0904672,-117.2638928
40.2272481,-76.136519
32.9291287,-97.1071323
47.3296982,-122.2308017
40.310859,-79.493363
40.7162003,-111.9660707
35.241608,-81.409003
40.3239376,-74.503633
45.1002716,-93.192829
39.7970947,-104.8552158
33.4538779,-112.2403907
53.566742,-113.635008
43.6571455,-79.6577431
49.2591589,-122.9123557
46.1280967,-64.7490344
47.529009,-52.820885
49.929562,-97.223598
40.7673453,-74.0767517
39.1405109,-94.5186
26.210353,-97.662273
39.8064958,-86.0539716
33.7351158,-84.5939668
42.0243386,-71.2448989
36.1769922,-95.8793201
38.769105,-90.0732097
29.8215239,-95.5685404
35.7811944,-78.5671952
30.3748235,-81.7913663
37.7288429,-77.4618007
32.573453,-117.002303
29.9885448,-90.2818601
34.0712388,-117.539381
32.9948351,-97.0355929
39.0842899,-84.7262334
26.132281,-80.342029
42.2651996,-83.4024729
41.9768144,-88.1257274
29.9093796,-95.4403483
35.961039,-84.0145322
34.0012387,-84.6110793
37.7287543,-121.53663
39.1749506,-76.7180807
25.7949759,-80.3939783
21.309937,-158.1005209
25.8352742,-80.3278102
40.6714204,-74.1910338
39.132496,-94.504189
42.336175,-87.887661
39.133422,-94.5218044
38.9728489,-84.621115
39.5284076,-76.1414425
30.3780031,-81.7945616
38.8320942,-90.508976
42.8988725,-73.7717747
32.8439396,-97.3080939
-36.8824933,174.8516382
-33.7488353,150.9036756
39.765935,-75.363559
33.3608651,-111.9442932
29.6363843,-95.6083317
34.0171846,-84.0664356
41.8668817,-88.2951299
45.3881867,-122.8032457
39.7603892,-104.7796827
33.9626053,-117.6573644
47.305797,-122.325941
39.8292601,-75.2172178
45.3197256,-122.7757512
32.261792,-90.1585984
41.6418711,-93.77251
29.7118536,-82.2654554
30.472449,-81.6562023
39.543522,-85.788633
18.435141,-66.120334
36.392411,-84.099331
43.6571455,-79.6577431
39.8531224,-75.4031135
35.779403,-79.814666
42.760044,-76.664373
41.5255306,-81.656946
35.0820786,-106.7221912
41.4127973,-74.4497216
36.243274,-86.7837468
30.372814,-81.794743
36.185315,-84.049757
42.304701,-88.0165918
25.8553409,-80.334103
41.6418711,-93.77251
36.5394069,-119.4022965
37.414198,-77.415705
32.7730885,-97.0600249
41.920599,-88.104528
42.0634084,-88.3516216
30.479724,-81.655536
25.859989,-80.380117
39.7022934,-86.3564438
27.6108842,-99.5107768
35.418732,-97.6556372
42.2550039,-85.5206326
43.0519843,-77.6519687
42.7419793,-71.4935402
27.6251866,-99.5075814
30.457395,-97.6702247
41.7231821,-86.3488157
37.1555029,-81.1508183
45.5440438,-122.4773292
32.4238635,-86.4479516
35.973896,-77.881837
42.971424,-88.242747
40.7137407,-75.3775325
33.7060242,-117.8492022
37.5401499,-77.4286251
42.2847515,-83.7295472
41.5061755,-81.6050167
29.5717347,-95.106506
42.2421722,-87.9883868
34.0904672,-117.2638928
39.132496,-94.504189
38.0094535,-85.7049424
40.7470945,-81.421949
36.3553287,-119.3862835
43.01421,-83.732595
39.3873256,-76.6111596
41.6065988,-87.1665832
37.1823098,-77.3592908
32.887549,-117.1731015
31.7742263,-106.4289154
37.387186,-122.0518664
38.8846962,-77.3799432
38.7397466,-77.0769752
41.6583405,-87.6774164
41.6730403,-83.5949906
33.7060242,-117.8492022
40.0052939,-75.1507436
34.0720963,-117.2373574
37.3511513,-77.3239871
45.432698,-122.5579662
40.0367216,-75.1431823
32.7914271,-117.0951397
36.7449324,-119.7853925
30.1856491,-95.4802317
34.1887063,-79.7645191
40.5716484,-105.0566547
35.6590605,-105.9454977
38.7120691,-77.8086633
39.9490885,-75.1576193
33.9622659,-117.674474
38.8578938,-77.2284189
45.6245844,-122.579822
37.0504638,-88.6473046
32.5620141,-97.1134501
32.7806823,-117.0064572
35.8684547,-78.8413676
46.1301827,-122.9412013
33.6608932,-117.694529
39.9212011,-75.1696746
46.744587,-92.156151
44.603243,-123.2526999
33.4237076,-104.5284624
29.7557529,-95.3675103
41.9372194,-87.6522497
38.3993061,-121.9603459
37.5838419,-77.5132539
40.8831082,-74.0106982
51.146474,-114.017268
38.632997,-90.3111919
39.27203,-78.0911969
29.7805436,-95.8653555
43.83451,-88.83676
38.9974266,-77.1104762
41.920599,-88.104528
25.7916587,-80.3543128
35.140823,136.714291
31.369088,120.642663
40.2161213,-74.6720664
45.3886904,-122.7516306
27.9381269,-82.4591847
35.094133,-106.5537895
36.0492298,-79.7704037
31.7787064,-106.4772388
47.6037222,-122.6313069
34.0065184,-81.0322341
43.194503,-77.937915
32.4088505,-90.1748732
42.9106825,-71.4251495
40.001252,-82.850228
38.645828,-121.471125
32.2913762,-106.7371439
40.7406534,-84.1180943
32.7994945,-117.154238
39.1376872,-76.6228375
40.0367216,-75.1431823
25.9046344,-80.3287829
32.7843288,-79.9469165
38.2480611,-85.744415
29.7140495,-95.1693079
29.7206131,-98.0695914
29.1753878,-82.138785
23.574887,58.57581
51.2813269,-1.0639798
39.9708793,-75.6024761
-33.846153,150.951492
43.1495055,-77.7406902
35.5349143,-81.2147618
32.7562088,-117.1444676
33.5141731,-117.1856798
21.3758929,-157.9113709
38.854193,-77.2233978
18.435141,-66.120334
43.6035177,-116.5572277
34.9585008,-80.9732002
38.926153,-92.292648
47.3245546,-122.2316823
40.7074733,-111.9215988
32.3236645,-106.7289538
33.3231004,-105.6306781
33.4244067,-112.0018839
38.5867127,-121.5690816
40.875554,-74.271826
45.190153,-93.533465
42.3293235,-71.1071868
39.074045,-77.477535
42.0384783,-87.847611
45.4726856,-73.7795605
34.4681702,-93.0663135
45.4726856,-73.7795605
37.7349645,-121.5099662
-33.942271,151.094131
37.7349645,-121.5099662
38.0964399,-85.6777802
40.5894436,-74.6342146
42.2406105,-87.9883168
45.4726856,-73.7795605
45.4726856,-73.7795605
39.8516557,-86.2315984
39.1466269,-94.6292444
33.5143737,-117.1719659
33.5143737,-117.1719659
-27.64774,153.007841
29.7026482,-95.0380964
29.985904,-90.2821999
29.9212788,-95.6266017
40.567685,-80.218592
34.0196671,-84.0646445
25.803628,-80.376535
36.7519358,-95.9407363
36.060026,-79.946661
25.7934287,-80.3286986
42.8557278,-85.7228704
42.0683417,-88.2855515
28.4420741,-81.3801841
43.6571455,-79.6577431
41.8640034,-87.6780344
32.6525124,-96.7439358
34.460615,-87.6623438
42.482437,-71.10182
45.5319626,-122.9275373
21.377046,-158.020052
30.2847098,-95.4677616
47.6520085,-117.4232933
41.7611376,-88.1500562
40.9354484,-73.8437901
37.7500865,-97.2275021
25.7885268,-80.3286445
42.0926596,-75.9356787
26.2461726,-98.1983853
34.5908402,-112.3307952
34.5596203,-112.4811881
44.97209,-93.2593383
41.5500674,-87.049366
39.7461882,-104.9717268
29.7310101,-95.4450377
35.8829998,-78.843965
42.0556408,-88.3385048
40.970696,-85.1681034
-31.901919,115.809489
36.946944,-76.326918
33.4360277,-112.2484292
41.9024828,-87.6833902
35.3208531,-82.4677383
30.2825916,-95.471908
27.6220875,-99.503212
33.5071812,-86.7889111
42.777054,-73.9838428
34.1249933,-117.4097565
39.149958,-94.532453
39.9827723,-82.9956172
35.9679102,-84.1385528
35.0486169,-89.9112164
33.8912791,-84.2658612
35.6147167,-97.5098253
35.2341376,-101.738768
42.4682103,-83.4707487
43.0938463,-87.9169594
45.1170405,-93.409731
38.6939801,-90.4190429
39.7764447,-104.8503318
32.9223358,-96.9121105
40.210995,-76.0789808
37.3542767,-77.3424951
41.3412361,-88.2054624
28.427211,-81.406278
30.3740534,-81.7765786
33.7117079,-84.5910803
27.9403512,-82.3512494
42.9130468,-87.8648285
40.4538496,-74.4069977
28.4599451,-81.4199556
30.6678003,-87.7586726
30.3728768,-81.7909485
33.7693498,-84.5725181
36.0469887,-79.591015
39.161373,-76.7702473
33.9928029,-118.1246394
42.6260992,-71.2612759
39.123177,-76.819679
38.0159634,-121.8663701
45.0008962,-93.2814374
44.7873316,-91.5264274
46.7641181,-92.1135845
36.2456027,-115.0856665
42.1999386,-89.0740782
38.5186925,-121.3729991
44.9834783,-93.2859486
44.9596084,-93.088699
29.8650767,-95.5046344
44.5271014,-88.0953073
29.7152511,-95.2735879
40.027098,-83.1338619
28.0035116,-82.1103959
39.9092899,-83.7178233
34.6931657,-82.2319413
39.1576811,-94.4448006
41.2881612,-81.4687155
41.7982139,-72.5136069
44.8919582,-94.3543006
37.247113,-93.199183
37.5122888,-77.3611917
32.9321689,-97.0242003
40.2370513,-76.9035723
34.0341493,-84.0360563
43.0707411,-88.2088228
43.582197,-96.7770781
41.4373393,-81.6480412
43.165801,-87.997853
41.9071,-88.016127
34.0394829,-117.5138454
33.9815788,-118.1258933
32.9819941,-97.0207464
33.7192703,-84.583495
39.1313432,-94.5764829
40.4796983,-82.5658117
29.8094028,-95.5704539
32.7829342,-97.0521915
33.8726385,-117.962364
34.0038019,-117.3347202
39.491337,-76.195813
33.4419696,-84.7013517
40.000341,-83.1210815
33.9366754,-117.2973182
28.4579466,-81.4142071
42.0590614,-87.9027688
34.9080617,-82.0883006
41.38093,-83.608525
44.9902207,-93.4511689
43.702585,-70.315439
39.92624,-83.13046
28.4126344,-81.394696
32.7908098,-97.0564016
47.2328869,-122.2425556
34.1150739,-83.9847976
26.081519,-80.3719069
40.1152807,-74.8953228
33.8029853,-118.1524542
39.7809048,-104.8647567
39.3197423,-84.4672565
33.4418137,-112.1962612
29.8596662,-95.5359245
37.4986612,-121.9792063
47.4072455,-122.2466857
41.9751162,-88.0268309
40.1207677,-77.3431319
46.2279162,-119.0798717
29.1899096,-82.2063469
41.1170318,-80.6504365
28.604695,-81.294053
34.9143748,-80.9935638
39.6462866,-75.7933423
35.50343,-119.208266
41.4409822,-85.2098323
27.9937617,-82.2360709
25.8885768,-80.2575253
29.7029138,-82.2751487
31.143383,-97.346
33.215017,-96.608474
32.6968542,-96.9142412
29.8693709,-95.5680218
36.1836108,-86.2754445
29.8571898,-95.5359342
28.0140805,-82.0518797
33.9875269,-83.9382818
33.6022661,-83.8575892
33.9613917,-118.0540958
35.07123,-85.17711
40.7826993,-112.0176414
40.7881556,-76.4909855
45.1977645,-93.5430641
41.7188748,-70.9676818
40.1811299,-79.5914273
42.474904,-83.0635595
41.3197369,-95.9295219
42.864207,-87.944503
33.7192703,-84.583495
36.1020911,-86.7108697
35.202049,-83.367685
30.453854,-91.1415804
37.4161,-121.8846842
34.0343746,-117.5176213
33.4318554,-112.144259
45.1308752,-122.8447444
45.7546087,-108.5521411
41.839101,-83.892273
33.6235616,-84.4707045
41.5206816,-74.2023062
28.4108397,-81.3589784
36.3246065,-78.4923775
45.0502116,-93.1519424
43.089942,-77.620053
35.1098354,-80.9548131
39.1322709,-94.5011412
41.8910087,-71.889591
34.0462926,-117.565259
39.9100998,-77.6699778
33.8816869,-118.0181494
45.556644,-122.4631485
39.9804156,-104.7374617
32.9716419,-97.0213608
47.2697037,-122.3787429
42.5103385,-88.979921
43.4630839,-112.0570475
32.965385,-97.0251688
37.9058113,-121.2476617
47.3486351,-122.241661
35.0236459,-89.9059409
39.9005716,-83.4013106
40.7752216,-74.0686747
29.8591747,-95.5047616
39.1706156,-76.7254193
33.765931,-84.629776
33.438376,-112.2472882
41.908113,-87.8576968
33.9226875,-117.9145332
43.60906,-116.348879
37.2683606,-81.2265437
36.5600618,-82.1777457
33.0563335,-80.2325097
41.9098789,-88.026964
34.7841256,-86.5290321
34.7845647,-82.4634864
33.19097,-86.789543
39.7465411,-104.7063952
34.9637104,-85.2460988
32.8086066,-97.0370296
36.227265,-80.311153
37.5000488,-77.3511912
33.912017,-81.0773898
29.8600187,-95.5527771
30.3696942,-81.7567978
33.9127531,-84.2397513
35.3157108,-80.8509147
31.7676087,-106.3754398
35.430283,-97.653442
28.4404506,-81.3911469
40.1492103,-89.4077308
40.7989125,-80.1208539
33.1520335,-86.756152
39.2573085,-84.4391011
29.9373222,-95.421836
39.300962,-94.670398
29.6429778,-98.2154023
45.4071352,-122.5273223
35.2608469,-97.4620685
29.9591635,-90.2013003
30.3458122,-81.7378663
45.764385,-108.557942
38.9021819,-94.7841623
41.4257578,-81.840287
26.7686881,-80.0859552
34.0087831,-117.853916
33.6303262,-84.4625875
47.3960221,-122.2654097
45.0356769,-93.2017042
39.9711349,-83.066541
43.0866378,-76.3363563
45.330489,-122.7623196
35.2804356,-80.8429686
27.5773108,-82.5336715
46.892135,-96.831408
38.082198,-75.603358
40.1087323,-87.5429908
42.895302,-85.537218
37.9121229,-121.2171001
40.2718941,-76.822336
40.3175913,-76.8901888
39.8686844,-86.2287176
42.2658316,-83.4490671
35.4232776,-80.6514743
34.7357396,-118.2166877
39.786258,-104.8695381
39.7881965,-104.8801956
38.3803943,-78.9240011
33.4150951,-84.7303135
32.668438,-97.3225803
29.4811186,-98.4052632
34.6915369,-92.33946
35.128456,-106.6268173
33.4417711,-112.2310618
36.2745704,-115.0366903
41.9190978,-83.3694543
38.7777951,-121.5233714
38.1418893,-85.7537108
33.0643237,-96.8736305
39.1521692,-76.7847854
43.4612355,-89.7568502
40.5789028,-112.0408857
41.9474217,-70.7725547
36.1805401,-86.8817682
43.3186096,-88.1880222
41.7106937,-93.5885461
40.6985357,-74.0577027
33.889459,-117.561648
41.9133399,-88.1145097
32.8908194,-96.6920399
28.4679761,-81.410367
33.7515148,-84.5992188
41.440819,-81.6451843
40.6342203,-75.4312102
42.4945949,-83.557242
39.0903528,-95.7349779
33.9101189,-84.2302967
35.3274676,-80.8454991
33.5415815,-84.559036
34.7353093,-92.1492683
43.185383,-88.0822979
28.0009603,-82.5305808
35.679764,-78.552222
32.9321689,-97.0242003
37.729983,-77.4598126
40.001698,-74.8630531
38.9978121,-104.7951763
37.2682033,-80.0274862
40.2370513,-76.9035723
28.5820788,-81.411666
39.0549897,-94.8067877
33.938616,-80.956694
42.3835649,-83.3252191
34.0341493,-84.0360563
28.584858,-81.432568
42.8882589,-85.565548
37.6889279,-121.8926772
35.2800944,-80.809147
40.7308672,-111.9746186
40.6651368,-74.1874753
35.952217,-84.011135
35.9870099,-86.5805795
42.5407972,-71.1681775
33.9323459,-84.2523058
45.1171629,-93.3844802
45.5643681,-122.5702847
41.3974681,-81.6153183
47.6671928,-117.3130398
32.7833771,-97.0453495
40.045692,-82.951533
30.3777149,-81.7848944
33.5673425,-112.2255846
47.4380276,-122.2287042
34.0738986,-117.5402329
47.6819824,-117.1986535
45.5537476,-122.4944064
43.5696956,-116.1919407
41.920599,-88.104528
34.0875477,-81.1604196
25.8394109,-80.335226
41.6807313,-88.0836217
40.123558,-74.72048
38.9382571,-104.7172707
39.670102,-104.9748268
41.8785658,-87.8030661
39.2850812,-94.6678189
40.0408536,-74.8445175
38.0861448,-84.5382601
37.7090579,-121.7038451
39.0591891,-94.7989348
45.3663336,-84.9597947
36.289676,-82.329915
40.4842126,-74.3066739
45.6253899,-122.7386706
39.3364176,-82.9691796
42.3180873,-83.1695738
42.3179691,-83.1696652
38.3062808,-88.9089474
42.2398894,-83.4481505
34.0553361,-117.5534561
30.37477,-81.7942039
34.2141227,-83.8894191
37.2901552,-76.735283
36.7426688,-81.9025767
37.1111123,-84.063868
45.5782108,-94.1475864
37.8109295,-89.0553958
39.7641851,-104.7609009
41.6754468,-93.7762245
48.7658308,-122.5123406
39.768993,-94.8590758
38.6426208,-121.4860404
32.4811942,-94.7661314
42.255676,-85.5286281
40.1278938,-74.8453698
40.1347841,-79.8936879
33.8649496,-118.0305395
47.4189864,-122.2226984
27.9998823,-82.4301429
41.9469249,-88.0393524
30.3234127,-81.7404849
40.203441,-76.944674
39.0634958,-84.7100637
29.8401738,-95.5337763
41.8043979,-88.295945
39.771013,-104.855167
33.9257551,-118.1622558
38.5480379,-90.4492605
28.1343704,-81.9056253
33.4503487,-112.1500566
40.685269,-75.360461
39.8204367,-84.1999098
37.69422,-113.0884086
39.9348321,-83.0110386
38.7049905,-90.4428339
33.3826944,-111.8477325
32.2752409,-111.0152507
40.5600811,-75.6321438
40.410426,-74.5114574
40.6676521,-80.1057518
36.0568312,-79.6994838
33.1524784,-86.7507655
36.7698762,-76.5428192
32.3366069,-90.1871539
41.517426,-81.5656912
44.9219792,-93.3979632
41.4194419,-81.489907
39.2905714,-76.6607013
44.8618383,-93.3530038
38.9212456,-94.7826762
42.1909142,-88.1074914
45.5361315,-122.4754003
32.6072909,-85.4813627
41.9367076,-91.7250757
41.7433133,-87.8383718
37.227534,-93.232415
31.9357239,-83.7525651
40.8533793,-96.7333582
35.0291211,-89.9254242
30.0778592,-99.2013175
40.6462197,-89.5451216
39.7659069,-104.9016981
34.0165824,-117.554434
25.8438316,-80.327818
36.2509469,-83.199197
38.6442802,-121.5011762
41.611551,-93.592242
40.4054506,-83.799094
32.9901302,-96.9319737
39.9022908,-86.0531294
44.6943569,-73.5104719
39.8724757,-86.2296901
35.99777,-86.586176
37.2727484,-80.0492714
38.772169,-94.945479
30.3741066,-81.7963316
47.7042148,-117.0252166
36.9333095,-86.5038055
44.0631779,-121.305778
42.885346,-78.8717782
39.7552722,-86.0446375
39.346896,-82.9783067
42.6042215,-87.9408087
34.6570393,-79.1097528
39.2312136,-84.4491362
47.4337652,-122.2466462
37.658897,-97.385944
39.9027005,-75.2330854
39.151282,-76.795986
44.0640883,-123.0334438
32.650167,-97.044191
28.392307,-81.504409
33.079053,-96.817593
36.3957642,-86.4414077
38.7923798,-104.8017387
39.7854771,-104.8948069
39.5812327,-104.7220796
39.7084319,-104.9371056
44.9742663,-93.274027
40.340128,-80.0548183
40.0566491,-82.9213333
38.1821905,-85.7577374
39.545821,-89.148466
41.762013,-71.095358
41.796662,-87.886265
33.100297,-96.734499
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
37.09024,-95.712891
40.520655,-74.338758
42.479377,-71.263891
34.078219,-84.005987
26.07851,-80.37463
35.119418,-80.944142
34.943275,-89.83602
41.418677,-81.487752
39.867405,-82.942756
38.764076,-90.462873
40.671594,-80.107439
39.878539,-86.266774
39.773728,-75.380809
32.680368,-97.059671
38.922613,-94.662627
30.520456,-90.424374
29.99375,-95.422764
39.564234,-104.831507
41.218043,-95.999468
47.232837,-122.340117
33.270937,-111.795834
21.320937,-158.093861
40.722064,-111.975988
61.221045,-149.823828
39.303135,-84.442182
38.465842,-121.813637
34.035568,-117.552893
42.321865,-87.891894
45.153796,-93.394899
35.894566,-78.837332
42.915837,-78.686621
33.636144,-86.731027
39.172254,-76.545521
28.051296,-82.41722
42.359421,-83.087494
41.489453,-74.238095
30.374284,-81.753069
42.185459,-83.316885
